url_length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,phishing
79,5,0,1,3,1,2,0,1,0,0,0,0,1,0,0,0,1,0
99,5,0,1,3,1,1,0,0,0,0,0,0,3,0,0,0,6,0
58,5,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,2,0
53,5,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
64,5,0,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
71,5,0,1,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
66,5,0,1,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
81,5,0,1,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
63,5,0,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
59,5,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
60,5,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
59,5,0,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
65,5,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
62,5,0,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
73,5,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
56,5,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
57,5,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
51,5,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
127,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
78,3,1,0,3,1,1,0,0,0,0,0,0,7,0,0,0,0,0
120,4,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,4,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,5,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
82,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
129,3,6,0,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0
68,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
100,3,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,4,6,0,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0
74,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
90,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,4,0,1,3,1,5,0,4,0,0,0,0,0,0,0,0,0,0
102,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
88,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
86,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70,3,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
73,3,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
68,3,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72,3,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
73,3,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
100,4,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,3,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,2,0,4,1,5,0,4,0,0,0,0,0,0,0,0,0,0
100,4,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,4,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,4,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3,0,0,3,1,4,0,3,0,0,0,0,0,0,0,0,0,0
66,3,0,0,3,1,4,0,3,0,0,0,0,0,0,0,0,0,0
81,3,0,0,3,1,5,0,4,0,0,0,0,0,0,0,0,0,0
67,3,0,0,3,1,4,0,3,0,0,0,0,0,0,0,0,0,0
60,3,0,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0
102,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,3,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0
42,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
50,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
46,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
43,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
47,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
57,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0
51,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
44,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,2,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
36,2,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
44,2,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
51,2,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
46,2,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
71,2,0,0,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0
44,2,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
41,2,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
88,2,0,0,3,1,1,0,0,0,0,0,0,9,0,0,0,0,0
53,2,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
48,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
43,2,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
65,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
42,2,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
59,2,0,0,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0
68,2,0,0,3,1,1,0,0,0,0,0,0,7,0,0,0,0,0
74,2,0,0,3,1,1,0,0,0,0,0,0,8,0,0,0,0,0
37,2,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
35,2,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,0,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0
60,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
72,2,0,0,3,1,1,0,0,0,0,0,0,7,0,0,0,0,0
69,2,0,0,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0
51,2,0,0,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0
59,2,0,0,3,1,1,0,0,0,0,0,0,7,0,0,0,0,0
45,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
83,2,0,0,3,1,1,0,0,0,0,0,0,9,0,0,0,0,0
62,2,0,0,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0
55,2,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
39,2,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
81,2,0,0,3,1,1,0,0,0,0,0,0,8,0,0,0,0,0
61,2,0,0,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0
48,2,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
73,2,0,0,3,1,1,0,0,0,0,0,0,6,0,0,0,1,0
33,2,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
34,2,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
75,2,0,0,3,1,1,0,0,0,0,0,0,9,0,0,0,0,0
50,2,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,1,0
58,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
64,2,0,0,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0
51,2,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
52,2,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
72,2,0,0,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0
57,2,0,0,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0
52,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
58,2,0,0,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0
56,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
46,2,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
61,2,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,1,0
53,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
57,2,0,0,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0
77,2,0,0,3,1,1,0,0,0,0,0,0,7,0,0,0,0,0
46,2,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0
60,2,0,0,3,1,1,0,0,0,0,0,0,7,0,0,0,0,0
61,3,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2,10,0,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0
83,2,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3,1,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3,1,0,3,1,1,0,0,0,0,0,0,7,0,0,0,0,0
48,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0
93,3,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,3,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,4,0,1,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0
31,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,2,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,2,0
53,3,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,9,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,5,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,8,1,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,2,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
101,3,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,3,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,3,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,3,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,3,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,3,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,3,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
127,3,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,3,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,3,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,3,27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
161,3,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,3,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,5,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,3,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3,15,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
165,3,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,3,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,4,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0
86,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,3,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
75,2,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3,4,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
111,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0
65,3,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,3,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,5,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,6,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
76,5,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
81,5,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,6,0,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,5,0,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
90,6,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70,5,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
96,6,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
89,5,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
89,6,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
89,5,0,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
82,5,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
80,5,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
75,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
45,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
40,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3,0,1,4,1,4,0,3,0,0,0,0,0,0,0,0,0,0
105,3,0,1,4,1,4,0,3,0,0,0,0,0,0,0,0,0,0
100,3,0,1,4,1,4,0,3,0,0,0,0,0,0,0,0,0,0
99,3,0,1,4,1,4,0,3,0,0,0,0,0,0,0,0,0,0
109,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0
62,3,0,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0
89,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,3,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,3,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,3,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4,1,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0
84,4,3,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0
78,4,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0
82,4,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0
75,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0
110,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
78,3,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
138,3,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0
94,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
99,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
105,4,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
